Longitude,Latitude,Correct
-13.28795,8.427693333,True
-13.28619833,8.432258333,False
-13.28058167,8.434748333,False
-13.28056667,8.434761667,False
-13.280445,8.434861667,False
-13.28039667,8.434903333,False
-13.280385,8.434915,False
-13.28037167,8.434925,False
-13.28035833,8.434936667,False
-13.28034667,8.434948333,True
-13.28033667,8.434956667,True
-13.28030333,8.434998333,True
-13.280285,8.435016667,True
-13.28025667,8.435043333,True
-13.280235,8.435066667,True
-13.28020667,8.43511,True
-13.28019833,8.435126667,True
-13.28018,8.435156667,True
-13.28014,8.435218333,True
-13.28013167,8.435231667,True
-13.28009667,8.435298333,True
-13.28008167,8.435326667,True
-13.27995,8.435551667,True
-13.27994833,8.435565,True
-13.27994,8.435581667,True
-13.27983333,8.43578,True
-13.27982333,8.435805,True
-13.27981167,8.43603,True
-13.27982333,8.436083333,True
-13.27628333,8.452566667,False
-13.27613,8.452641667,False
-13.275975,8.45272,False
-13.27589667,8.452758333,False
-13.27582,8.4528,False
-13.27552333,8.452953333,False
-13.27545167,8.452983333,False
-13.27537833,8.453011667,False
-13.27514167,8.45306,False
-13.275055,8.453056667,False
-13.27480167,8.452981667,True
-13.27465167,8.452898333,True
-13.27453333,8.452801667,True
-13.27442667,8.4527,True
-13.27437167,8.45265,True
-13.274265,8.452561667,True
-13.27411167,8.452435,False
-13.27248167,8.453545,False
-13.27245333,8.453788333,False
-13.27242167,8.453901667,False
-13.272395,8.453953333,False
-13.27237667,8.454115,False
-13.27236167,8.454215,False
-13.27235667,8.454291667,False
-13.27235833,8.45444,False
-13.27235667,8.454456667,False
-13.27234667,8.454608333,False
-13.27234667,8.454648333,False
-13.27231,8.454995,False
-13.27230667,8.455006667,False
-13.27229667,8.455048333,False
-13.27229667,8.455063333,False
-13.27229833,8.455085,False
-13.27229667,8.455105,False
-13.27229667,8.455126667,False
-13.27229167,8.455223333,False
-13.27229333,8.455336667,False
-13.27232333,8.455448333,False
-13.272325,8.455463333,False
-13.27232833,8.455483333,False
-13.27233333,8.45551,False
-13.27234,8.455541667,False
-13.272345,8.455571667,False
-13.27235,8.455603333,False
-13.272365,8.455735,False
-13.27236833,8.455816667,False
-13.27215667,8.456241667,False
-13.27199333,8.456451667,False
-13.27196333,8.45649,False
-13.27193667,8.456531667,False
-13.27180833,8.456688333,False
-13.27171667,8.456761667,False
-13.27169167,8.456786667,False
-13.27166333,8.456808333,False
-13.27163333,8.45683,False
-13.27160167,8.456855,False
-13.2715,8.456931667,False
-13.27144667,8.456966667,False
-13.27135833,8.457031667,False
-13.271335,8.457055,False
-13.27131833,8.457076667,False
-13.271295,8.457101667,False
-13.27126667,8.457128333,False
-13.27120167,8.457188333,False
-13.27112833,8.457265,False
-13.27109,8.45731,False
-13.27101833,8.457401667,False
-13.27096167,8.457491667,False
-13.27090333,8.457593333,False
-13.27088333,8.457625,False
-13.270815,8.457738333,False
-13.27079667,8.457768333,False
-13.27071833,8.457966667,False
-13.27069167,8.458015,False
-13.27064167,8.458123333,False
-13.27059,8.45824,False
-13.270535,8.45836,False
-13.27051,8.458423333,False
-13.270485,8.458485,False
-13.27046167,8.458545,False
-13.27041,8.458665,False
-13.27038,8.458725,False
-13.27034833,8.458785,False
-13.27031833,8.458848333,False
-13.27076,8.459915,False
-13.27079667,8.459975,False
-13.27087,8.460101667,False
-13.27107333,8.460441667,False
-13.27116333,8.460581667,False
-13.27125333,8.460733333,False
-13.27223667,8.4628,False
-13.27231,8.463028333,False
-13.27233333,8.463105,True
-13.27238,8.463253333,True
-13.27240333,8.463323333,False
-13.272525,8.463708333,False
-13.27254333,8.463766667,False
-13.27256333,8.463821667,True
-13.27258333,8.463878333,True
-13.27260167,8.463936667,True
-13.27265833,8.464123333,True
-13.27278333,8.464491667,False
-13.27315667,8.465663333,False
-13.27318833,8.465736667,True
-13.27393833,8.466723333,False
-13.27403667,8.466835,False
-13.27412167,8.466948333,False
-13.274165,8.467006667,False
-13.27425333,8.467121667,True
-13.274385,8.467286667,False
-13.274475,8.46739,False
-13.27468167,8.467625,False
-13.27471667,8.467665,False
-13.27475167,8.467703333,True
-13.27478667,8.467746667,True
-13.27636,8.470546667,False
-13.27634333,8.470693333,False
-13.27634,8.47077,False
-13.27634167,8.470808333,False
-13.27634167,8.470851667,False
-13.27633167,8.47094,False
-13.27632167,8.470978333,False
-13.27631167,8.471015,False
-13.27630167,8.471055,False
-13.27628,8.471148333,False
-13.276265,8.471256667,False
-13.27625,8.471431667,False
-13.27624167,8.47146,False
-13.27619833,8.471775,False
-13.27619167,8.471836667,False
-13.27608667,8.472668333,False
-13.27606167,8.472798333,True
-13.27600833,8.47299,True
-13.27598667,8.473051667,True
-13.275965,8.473115,False
-13.27594,8.473176667,False
-13.27579833,8.473468333,False
-13.27576833,8.473525,False
-13.27559167,8.473805,False
-13.27555333,8.473856667,False
-13.275515,8.473906667,False
-13.27535167,8.474131667,True
-13.27531667,8.474175,True
-13.275205,8.474311667,True
-13.27495667,8.474598333,False
-13.27491667,8.474648333,False
-13.27487667,8.474696667,False
-13.27475333,8.474843333,False
-13.27471333,8.474895,False
-13.27454667,8.475111667,False
-13.27450333,8.475166667,False
-13.274325,8.475378333,False
-13.27418,8.475576667,False
-13.27414333,8.475625,False
-13.274105,8.475671667,False
-13.27406667,8.47572,False
-13.273955,8.475858333,False
-13.27388333,8.475948333,False
-13.27356,8.47634,False
-13.273435,8.476506667,False
-13.27339333,8.476561667,False
-13.27335,8.476613333,False
-13.273265,8.476716667,False
-13.273145,8.476881667,False
-13.273105,8.476935,False
-13.27069167,8.479935,False
-13.27065833,8.47997,False
-13.270635,8.479998333,False
-13.27006833,8.480711667,False
-13.26599167,8.484913333,False
-13.26598167,8.48502,False
-13.2663,8.485108333,False
-13.26632667,8.485106667,False
-13.26672333,8.485173333,True
-13.26684167,8.485185,True
-13.26688,8.485188333,True
-13.26692667,8.485196667,False
-13.26703333,8.485218333,False
-13.267165,8.485258333,False
-13.26721667,8.485275,False
-13.267275,8.485295,False
-13.26735333,8.485323333,False
-13.26738667,8.485331667,True
-13.26745833,8.48535,True
-13.26755333,8.485376667,True
-13.26765667,8.485406667,True
-13.26782333,8.485465,True
-13.26803833,8.485526667,False
-13.26807833,8.48554,False
-13.26812,8.485555,True
-13.26816667,8.485568333,True
-13.26826167,8.4856,False
-13.26831,8.485618333,False
-13.26841,8.48566,False
-13.26846333,8.485683333,False
-13.26858,8.485738333,False
-13.26864,8.485771667,False
-13.26880333,8.485908333,False
-13.268875,8.486026667,False
-13.26896167,8.486205,False
-13.269145,8.486665,False
-13.26922,8.486915,False
-13.26924,8.486971667,False
-13.26926,8.487026667,False
-13.26932833,8.48719,False
-13.26935167,8.487245,False
-13.26937833,8.487296667,False
-13.269495,8.487508333,False
-13.26954167,8.487598333,False
-13.26956,8.487638333,False
-13.26958333,8.487671667,False
-13.26963333,8.48772,False
-13.26969333,8.48778,False
-13.2698,8.487878333,False
-13.26982667,8.487911667,False
-13.26984667,8.487938333,False
-13.269875,8.48797,False
-13.26994167,8.48805,False
-13.27006,8.488196667,False
-13.27010333,8.488248333,False
-13.27014833,8.488303333,False
-13.27023,8.488421667,False
-13.27034,8.488666667,False
-13.27035167,8.488723333,False
-13.27037167,8.488898333,True
-13.27037,8.48902,True
-13.27028333,8.489373333,True
-13.27026667,8.489433333,True
-13.27021667,8.489613333,True
-13.2702,8.489673333,True
-13.27016833,8.489798333,True
-13.27013333,8.489921667,True
-13.2696,8.490668333,True
-13.26946333,8.490896667,True
-13.26942167,8.49104,True
-13.26941,8.491135,False
-13.269405,8.491183333,False
-13.269435,8.491421667,False
-13.26947667,8.491515,True
-13.26957167,8.491653333,True
-13.26984,8.491865,False
-13.26994,8.491905,False
-13.14652333,8.413378333,False
-13.14669333,8.413383333,False
-13.14678167,8.413388333,False
-13.14686833,8.413398333,True
-13.147045,8.413423333,False
-13.14732,8.41346,True
-13.14759167,8.41348,True
-13.147945,8.413505,True
-13.14803,8.413515,True
-13.14811833,8.413523333,True
-13.14830167,8.413546667,True
-13.14839667,8.41356,True
-13.14887667,8.413678333,True
-13.14914833,8.413786667,True
-13.14932333,8.413873333,True
-13.14957333,8.414016667,True
-13.14987,8.41423,True
-13.15000667,8.41435,True
-13.15019667,8.41453,True
-13.15025667,8.414591667,True
-13.15037667,8.414715,False
-13.15043167,8.414778333,False
-13.15059333,8.414973333,True
-13.15064167,8.415038333,False
-13.15069167,8.4151,True
-13.15074167,8.41516,False
-13.15079333,8.415216667,False
-13.15084167,8.41528,True
-13.15111833,8.41565,False
-13.15121833,8.415775,False
-13.15127167,8.415835,False
-13.15132333,8.415895,False
-13.15142,8.416015,False
-13.15161833,8.416248333,False
-13.151735,8.416351667,False
-13.151795,8.41639,False
-13.15185,8.416418333,False
-13.15189833,8.41643,False
-13.151995,8.416395,True
-13.15204167,8.416361667,True
-13.15205833,8.416348333,True
-13.1521,8.416315,True
-13.15211667,8.416306667,True
-13.15213167,8.4163,True
-13.15215,8.416293333,True
-13.152165,8.416288333,True
-13.15233167,8.41617,True
-13.15235167,8.416161667,True
-13.15246833,8.416133333,True
-13.1525,8.416126667,True
-13.15253167,8.416116667,True
-13.15258833,8.416093333,True
-13.152615,8.416086667,True
-13.152685,8.416058333,True
-13.15270833,8.41605,True
-13.15274667,8.416038333,True
-13.152765,8.416031667,True
-13.15279833,8.416016667,True
-13.15281167,8.416006667,True
-13.15288667,8.415968333,True
-13.15290833,8.415963333,True
-13.15299833,8.415928333,True
-13.15302,8.415921667,True
-13.153085,8.415898333,True
-13.15311333,8.41589,True
-13.15316833,8.415871667,True
-13.15327833,8.415876667,True
-13.15332667,8.415873333,True
-13.15338667,8.415861667,True
-13.15342833,8.41586,True
-13.15346833,8.415851667,True
-13.15349,8.415845,True
-13.15362167,8.415825,True
-13.153775,8.415735,True
-13.15381833,8.41571,True
-13.153985,8.415355,True
-13.15390167,8.415225,True
-13.153775,8.415048333,True
-13.15375,8.41501,True
-13.15372167,8.414975,True
-13.153695,8.414938333,True
-13.153485,8.414666667,True
-13.15340667,8.414561667,True
-13.15334833,8.414478333,True
-13.15315833,8.414236667,True
-13.15303833,8.414131667,True
-13.15264,8.413816667,True
-13.152405,8.413688333,True
-13.152345,8.413656667,True
-13.14965167,8.412441667,True
-13.14963167,8.412445,True
-13.14950167,8.412453333,False
-13.14947333,8.412458333,False
-13.14939667,8.412463333,True
-13.14913,8.412571667,True
-13.14808833,8.412913333,True
-13.14803167,8.412911667,True
-13.14784333,8.412905,True
-13.147775,8.412896667,True
-13.14663333,8.412538333,True
-13.14658167,8.41251,True
-13.14588,8.412201667,True
-13.14510333,8.411826667,True
-13.14467333,8.411616667,True
-13.14459,8.411573333,True
-13.14450833,8.411531667,True
-13.14442833,8.411491667,True
-13.14435,8.41145,True
-13.14427667,8.411405,True
-13.143815,8.410985,True
-13.14364667,8.410773333,True
-13.14360167,8.410695,True
-13.14356167,8.410611667,True
-13.14369333,8.406236667,True
-13.14603,8.400045,False
-13.14610833,8.400003333,False
-13.14652333,8.399733333,False
-13.14717333,8.399256667,False
-13.14826833,8.398821667,False
-13.14840833,8.398763333,False
-13.15001,8.398866667,False
-13.150105,8.3989,False
-13.15126833,8.399245,False
-13.15406,8.398498333,False
-13.15423333,8.39816,False
-13.15434167,8.397901667,False
-13.15447167,8.397553333,True
-13.15453167,8.39738,True
-13.15455667,8.397291667,True
-13.15458167,8.397206667,True
-13.154605,8.397123333,True
-13.15462667,8.397045,True
-13.15464833,8.396968333,True
-13.15466833,8.396898333,True
-13.15468667,8.396838333,True
-13.15470167,8.396785,True
-13.15473167,8.396685,True
-13.15475833,8.396583333,True
-13.15477667,8.39653,True
-13.15479833,8.396475,True
-13.15482,8.396416667,True
-13.15488,8.39623,True
-13.15496333,8.396036667,True
-13.15506167,8.395846667,True
-13.155095,8.395786667,True
-13.15521667,8.395578333,True
-13.15524,8.395535,True
-13.15537,8.395298333,True
-13.15546667,8.395133333,True
-13.15550667,8.39507,True
-13.15554667,8.395006667,True
-13.155685,8.394763333,True
-13.15575833,8.394616667,True
-13.15579167,8.394535,True
-13.15580333,8.394496667,False
-13.15588333,8.394155,True
-13.15589167,8.3941,True
-13.15591167,8.39393,True
-13.15608667,8.393851667,True
-13.15616833,8.39383,True
-13.15632,8.393816667,True
-13.15668,8.394066667,False
-13.15679167,8.394178333,False
-13.15704667,8.394426667,False
-13.15711667,8.39449,True
-13.157185,8.394555,True
-13.15725667,8.39462,True
-13.15849333,8.395608333,True
-13.15908167,8.396053333,True
-13.15936167,8.39626,False
-13.15596833,8.393043333,True
-13.15593167,8.39299,True
-13.1559,8.392943333,True
-13.15585167,8.392841667,True
-13.15585,8.392838333,True
-13.15584667,8.392838333,True
-13.15576667,8.392745,True
-13.15572833,8.392696667,True
-13.155565,8.39246,True
-13.15547333,8.392325,True
-13.15522,8.391948333,True
-13.15506833,8.391703333,True
-13.15502167,8.391608333,True
-13.15498333,8.39151,True
-13.154925,8.391315,True
-13.15488,8.391111667,True
-13.15483833,8.390896667,True
-13.15480833,8.39067,True
-13.154795,8.390553333,True
-13.15478333,8.390435,True
-13.15477,8.390318333,True
-13.15473667,8.389868333,True
-13.15472333,8.389758333,True
-13.15470667,8.389541667,True
-13.15469,8.389331667,True
-13.15467833,8.389226667,True
-13.15466833,8.38912,True
-13.15461667,8.388505,True
-13.15461,8.388403333,True
-13.15458833,8.388011667,True
-13.15308833,8.386635,True
-13.15298,8.38668,True
-13.152875,8.386725,True
-13.15277667,8.386766667,True
-13.15259167,8.386851667,True
-13.15175667,8.38721,True
-13.15166,8.38725,True
-13.15156333,8.387288333,True
-13.14989333,8.387663333,True
-13.149235,8.387795,True
-13.14907,8.387833333,True
-13.149,8.387845,True
-13.14893833,8.387853333,True
-13.14874333,8.387896667,True
-13.14855167,8.38797,True
-13.14851167,8.387988333,True
-13.148385,8.388081667,True
-13.1483,8.388161667,True
-13.14826,8.388203333,True
-13.14821667,8.38825,True
-13.14808167,8.38842,True
-13.14789167,8.388651667,True
-13.14759,8.389055,True
-13.147495,8.389181667,True
-13.14553833,8.391761667,True
-13.14548333,8.391835,True
-13.14533167,8.392055,True
-13.14511167,8.392381667,False
-13.14189667,8.396501667,False
-13.14000833,8.398963333,False
-13.13990667,8.39908,False
-13.13687667,8.40286,False
-13.136055,8.403891667,False
-13.135965,8.403988333,False
-13.13582667,8.404143333,False
-13.23569833,8.485805,False
-13.23955833,8.4864,False
-13.23960833,8.486365,False
-13.23965667,8.486328333,False
-13.2397,8.48629,False
-13.24065833,8.485631667,False
-13.24091833,8.48547,False
-13.24095333,8.48546,False
-13.24098833,8.485451667,False
-13.241015,8.485445,False
-13.24106167,8.48542,False
-13.241125,8.485326667,False
-13.24114333,8.485293333,False
-13.24116,8.485263333,False
-13.24117,8.485231667,False
-13.24117167,8.4852,False
-13.241175,8.485163333,False
-13.24117333,8.485128333,False
-13.24116167,8.485028333,False
-13.24115333,8.484985,False
-13.24113333,8.484828333,False
-13.24112833,8.484775,False
-13.24112,8.484673333,False
-13.24111333,8.48451,False
-13.24111167,8.484456667,False
-13.24110333,8.484348333,False
-13.24109833,8.484226667,False
-13.24109667,8.484035,False
-13.24110333,8.483875,False
-13.241105,8.483668333,False
-13.2411,8.483588333,False
-13.24110333,8.483516667,False
-13.241105,8.483513333,False
-13.24111,8.483505,False
-13.24112333,8.483496667,False
-13.241145,8.48349,False
-13.24120167,8.483485,False
-13.24122667,8.483483333,False
-13.24130833,8.483476667,False
-13.24134333,8.483471667,False
-13.24138,8.483468333,False
-13.24162333,8.483443333,False
-13.24214833,8.483406667,False
-13.242305,8.48341,False
-13.24251833,8.483431667,False
-13.24262167,8.483451667,False
-13.242685,8.483451667,False
-13.24274833,8.483461667,False
-13.24280833,8.483471667,False
-13.243015,8.483558333,False
-13.24312,8.4836,False
-13.24340333,8.483716667,False
-13.24352333,8.483751667,False
-13.24358167,8.483768333,False
-13.24368833,8.48381,False
-13.243735,8.483836667,False
-13.24378333,8.483865,False
-13.244055,8.484056667,False
-13.24454667,8.484651667,False
-13.24458167,8.48471,False
-13.24467,8.48477,False
-13.24471333,8.484755,False
-13.24480167,8.48473,False
-13.24487833,8.484725,False
-13.24497167,8.484708333,False
-13.24507833,8.484691667,False
-13.24547667,8.484635,False
-13.24590333,8.484566667,True
-13.24596,8.484555,True
-13.246015,8.484545,True
-13.24606333,8.484535,True
-13.24610667,8.484525,True
-13.24614,8.484506667,True
-13.246165,8.484483333,True
-13.24621,8.484375,True
-13.24621667,8.484335,True
-13.24628,8.483081667,True
-13.24632833,8.481816667,False
-13.24633167,8.48175,True
-13.24633667,8.481635,True
-13.24636167,8.480826667,True
-13.24636667,8.480711667,True
-13.24637167,8.4806,True
-13.24640333,8.480053333,True
-13.24640667,8.479993333,True
-13.24641,8.479931667,True
-13.246445,8.479266667,True
-13.24646667,8.478658333,False
-13.24629833,8.47868,False
-13.24625833,8.478685,False
-13.24622833,8.478686667,False
-13.24622,8.47867,False
-13.2462,8.478675,False
-13.24604667,8.478696667,False
-13.24586,8.47871,False
-13.24581167,8.478713333,False
-13.24566667,8.47871,False
-13.24473833,8.478715,False
-13.24331333,8.479188333,False
-13.2432,8.479303333,False
-13.24308333,8.479423333,False
-13.24289667,8.47963,False
-13.24268667,8.479848333,False
-13.24189167,8.480703333,False
-13.24181167,8.48079,False
-13.24177333,8.480823333,False
-13.24173667,8.480861667,False
-13.24161333,8.480985,False
-13.24147333,8.481121667,False
-13.24132833,8.481255,False
-13.24034,8.482231667,False
-13.23986667,8.482645,False
-13.23951333,8.48297,False
-13.23577333,8.478281667,False
-13.235495,8.47824,False
-13.23522,8.478191667,False
-13.235045,8.478163333,False
-13.23498833,8.478153333,False
-13.23463167,8.478096667,False
-13.234575,8.478088333,False
-13.23452,8.47808,False
-13.23446167,8.478073333,False
-13.234405,8.478066667,False
-13.23413333,8.47802,False
-13.23391667,8.477985,False
-13.23386,8.477976667,False
-13.23380333,8.47797,False
-13.23369333,8.477955,False
-13.23363667,8.477948333,False
-13.23357833,8.477943333,False
-13.23352167,8.477938333,False
-13.23346333,8.47793,False
-13.233405,8.47792,False
-13.233345,8.47791,False
-13.233285,8.4779,False
-13.23304333,8.47787,False
-13.23293,8.477861667,False
-13.23270833,8.477831667,False
-13.23258,8.477815,True
-13.23241833,8.477798333,False
-13.232375,8.47779,False
-13.23223833,8.477796667,False
-13.232105,8.477826667,False
-13.23202333,8.477846667,False
-13.23178333,8.477926667,True
-13.22946667,8.47704,True
-13.22939167,8.477021667,True
-13.22931167,8.477001667,True
-13.22923,8.476983333,True
-13.22915,8.476963333,True
-13.22693333,8.478198333,True
-13.22628333,8.478541667,True
-13.225955,8.478771667,True
-13.22407333,8.480368333,True
-13.22376,8.481035,True
-13.2213,8.478968333,True
-13.22125833,8.47886,True
-13.22125667,8.478813333,True
-13.221255,8.478783333,True
-13.22125667,8.478745,True
-13.22125667,8.478678333,True
-13.22125667,8.478665,True
-13.22126833,8.478466667,True
-13.22087167,8.477275,True
-13.22097167,8.47721,True
-13.22125,8.477136667,True
-13.221285,8.477141667,True
-13.22131333,8.477143333,True
-13.221395,8.477145,True
-13.22143667,8.477148333,True
-13.22147667,8.477155,True
-13.22163333,8.477205,True
-13.22166833,8.477226667,True
-13.2217,8.477253333,True
-13.22174333,8.477325,True
-13.22176833,8.477396667,True
-13.221795,8.477465,True
-13.2218,8.477498333,True
-13.2218,8.477533333,True
-13.22179833,8.47757,True
-13.2218,8.477648333,True
-13.221805,8.477691667,True
-13.22181,8.477736667,True
-13.22182167,8.477826667,True
-13.221825,8.477905,True
-13.22175,8.478038333,True
-13.22172167,8.47806,True
-13.22169833,8.478076667,True
-13.221695,8.478133333,True
-13.22169333,8.478155,True
-13.22168667,8.478176667,True
-13.22168,8.478196667,True
-13.22168167,8.478235,True
-13.22169833,8.478271667,True
-13.22611833,8.480378333,False
-13.22573333,8.481446667,False
-13.22476167,8.483728333,False
-13.21704667,8.487761667,False
-13.21675333,8.488576667,False
-13.21648833,8.489245,False
-13.21647167,8.489293333,False
-13.21634,8.489691667,False
-13.216325,8.489733333,False
-13.21631833,8.48977,False
-13.216355,8.489775,False
-13.217265,8.489713333,False
-13.21729833,8.489713333,False
-13.21843,8.489655,False
-13.21895333,8.489613333,False
-13.21961333,8.48959,False
-13.21997667,8.489601667,False
-13.22001,8.489606667,False
-13.22004167,8.489613333,False
-13.220525,8.489653333,False
-13.221135,8.489696667,False
-13.22124667,8.489706667,False
-13.22126333,8.489715,False
-13.22132,8.489728333,False
-13.22133833,8.489731667,False
-13.22135333,8.489736667,False
-13.22142,8.48974,False
-13.22143833,8.489746667,False
-13.22145833,8.48975,False
-13.22147667,8.489753333,False
-13.22149333,8.489756667,False
-13.221575,8.489778333,False
-13.22159167,8.48978,False
-13.22161,8.489783333,False
-13.221665,8.489791667,False
-13.22170333,8.48979,False
-13.22175167,8.489803333,False
-13.22176833,8.489806667,False
-13.22184,8.489823333,False
-13.22190667,8.489828333,False
-13.22193667,8.489833333,False
-13.22196833,8.489833333,False
-13.22203833,8.489845,False
-13.22216167,8.489851667,False
-13.22224333,8.489858333,False
-13.222275,8.48986,False
-13.22229167,8.489861667,False
-13.22230667,8.489858333,False
-13.22232167,8.489853333,False
-13.22233833,8.489848333,False
-13.22235333,8.48984,False
-13.222415,8.489838333,False
-13.22245,8.489833333,False
-13.222465,8.489831667,False
-13.22260167,8.489845,False
-13.22261667,8.489845,False
-13.22278,8.489833333,False
-13.222795,8.489831667,False
-13.22286,8.489841667,False
-13.22287667,8.48984,False
-13.22301,8.489851667,False
-13.22312167,8.489861667,False
-13.22316833,8.48986,False
-13.223185,8.489856667,False
-13.22321667,8.489856667,False
-13.22328667,8.489858333,False
-13.22332833,8.489856667,False
-13.22335333,8.489853333,False
-13.22337333,8.489846667,False
-13.22338833,8.489846667,False
-13.22342667,8.489848333,False
-13.22344333,8.48985,False
-13.223535,8.489853333,False
-13.22361833,8.489853333,False
-13.22363167,8.489853333,False
-13.22366,8.489851667,False
-13.22368667,8.489848333,False
-13.22374,8.489851667,False
-13.223755,8.489853333,False
-13.223875,8.489858333,False
-13.22394333,8.48986,False
-13.22399833,8.489861667,False
-13.22409667,8.489875,False
-13.22413667,8.489883333,False
-13.224155,8.489885,False
-13.22417333,8.489883333,False
-13.22424333,8.489885,False
-13.22426167,8.489888333,False
-13.22427667,8.489891667,False
-13.22434333,8.489888333,False
-13.22436333,8.489893333,False
-13.22445333,8.489905,False
-13.22453333,8.489913333,False
-13.22454667,8.489916667,False
-13.22457833,8.48992,False
-13.22459333,8.489916667,False
-13.224605,8.489915,False
-13.22462,8.489911667,False
-13.22464667,8.489913333,False
-13.22466167,8.489913333,False
-13.22476,8.489913333,False
-13.22484167,8.489898333,False
-13.22488833,8.489886667,False
-13.22496,8.489863333,False
-13.22497167,8.489863333,False
-13.224985,8.48986,False
-13.224995,8.489858333,False
-13.22500667,8.489856667,False
-13.22507667,8.489828333,False
-13.22508667,8.489818333,False
-13.22516833,8.489778333,False
-13.22519667,8.489765,False
-13.22520833,8.489758333,False
-13.22523333,8.489745,False
-13.22525833,8.489733333,False
-13.22530667,8.489718333,False
-13.22533167,8.48971,False
-13.22535333,8.489698333,False
-13.22547833,8.48962,False
-13.22549333,8.48961,False
-13.22557,8.489565,False
-13.22558667,8.489556667,False
-13.22560333,8.48955,False
-13.22563167,8.489535,False
-13.22569,8.489496667,False
-13.22573833,8.489446667,False
-13.22575167,8.489433333,False
-13.22580333,8.48939,False
-13.22581167,8.48937,False
-13.22583333,8.489348333,False
-13.22585667,8.489323333,False
-13.22586833,8.489311667,False
-13.22589167,8.489285,False
-13.22591833,8.489263333,False
-13.22595833,8.489225,False
-13.22598,8.489203333,False
-13.22598833,8.489196667,False
-13.22599667,8.489188333,False
-13.22600667,8.48918,False
-13.22604333,8.489158333,False
-13.2261,8.489118333,False
-13.22611,8.489106667,False
-13.22612167,8.489095,False
-13.22614333,8.48907,False
-13.22619667,8.489031667,False
-13.226205,8.489023333,False
-13.226215,8.489015,False
-13.22624167,8.488998333,False
-13.22625333,8.488991667,False
-13.22632833,8.488858333,False
-13.22634667,8.488838333,False
-13.22637833,8.488803333,False
-13.22638333,8.488778333,False
-13.226395,8.488725,False
-13.22643,8.488631667,False
-13.22644167,8.488565,False
-13.22645,8.48853,False
-13.22647,8.488451667,False
-13.22648,8.48843,False
-13.22649167,8.48841,False
-13.22651833,8.488346667,False
-13.22653333,8.488303333,False
-13.22653833,8.488291667,False
-13.22654167,8.48828,False
-13.226555,8.488238333,False
-13.22656167,8.488228333,False
-13.22656167,8.488188333,False
-13.22655333,8.488178333,False
-13.22648333,8.48814,False
-13.22647167,8.488136667,False
-13.22646333,8.488133333,False
-13.22641,8.488118333,False
-13.22646167,8.487838333,False
-13.22658333,8.487835,False
-13.22671333,8.487825,False
-13.22675167,8.487815,False
-13.22682333,8.487806667,False
-13.22685333,8.487805,False
-13.22687833,8.487798333,False
-13.226985,8.48779,False
-13.227035,8.487793333,False
-13.227065,8.487796667,False
-13.22711333,8.487803333,False
-13.22716333,8.487836667,False
-13.22718333,8.487848333,False
-13.22720333,8.487858333,False
-13.227225,8.487866667,False
-13.22728333,8.487885,False
-13.22731667,8.487891667,False
-13.22762333,8.487948333,False
-13.22767333,8.487971667,False
-13.227755,8.487993333,False
-13.22778,8.487998333,False
-13.22791333,8.488033333,False
-13.227945,8.488043333,False
-13.228,8.488056667,False
-13.22882833,8.488248333,False
-13.22885,8.48825,False
-13.228905,8.488271667,False
-13.22896,8.488291667,False
-13.22899,8.488291667,False
-13.22912667,8.488333333,False
-13.229135,8.488345,False
-13.22915333,8.48835,False
-13.22920333,8.48835,False
-13.22923833,8.488351667,False
